text,start,count
RB1,767,
retinoblastoma,108,
RB1,967,
RB1,553,
RB1,130,
RB1,855,
von Hippel-Lindau tumor,4,
clear-cell renal,95,
cell,112,
von Hippel-Lindau disease-associated and sporadic RCCs,178,
von Hippel-Lindau tumor,4,
carcinoma,117,
clear-cell renal cell carcinoma ( RCC,95,
RCC- and von Hippel-Lindau disease-associated tumors,330,
von Hippel-Lindau disease-associated,178,
RCC,1361,
von,1720,
clear-cell,95,
RCC,633,
von Hippel-Lindau disease and RCC,1720,
RCCs,228,
leukodystrophy,25,
globoid cell leukodystrophy,12,
disease,48,
Krabbe,41,
Adult onset,0,
globoid,12,
cell,20,
diminished GALC activity in their leukocytes,461,
onset of slowly progressive spastic paraplegia,354,
paraplegia,390,
slowly,363,
AO-GLD,1394,
adult onset globoid cell leukodystrophy ( Krabbe disease ; AO-GLD,78,
progressive,370,
leukodystrophy,103,
onset globoid cell leukodystrophy,84,
onset of slowly progressive spastic paraplegia from the middle of the second decade,354,
spastic,382,
