text,start,count
bone dysplasia,1179,
recognizable at birth,1134,
e SJ,1619,
dysplasia,1184,
myotonia,762,
mortality,1272,
type 1B,1101,
SJS type 2,1384,
bone dysplasia resembling Kniest dysplasia,1179,
moderate bone dysplasia,996,
manifest at birth,1237,
SJS,202,
recognized in childhood,965,
myotonia,130,
Aberfeld,1090,
Schwartz,1068,
myotonia,676,
Schwartz-Jampel syndrome ( SJS,4,
Jampel,1079,
pattern of bone changes,868,
short stature,141,
type 2,1228,
Kniest dysplasia,1205,
primary bone dysplasia with myotonia,734,
bone dysplasia,161,
SJS type 1A,941,
more pronounced bone dysplasia,1163,
bone changes,879,
acute myeloid leukemia,645,
renal nephropathy,367,
sporadic,261,
Wilms,105,
sporadic Wilms tumours,261,
gonadal,387,
renal,367,
kidney,89,
juvenile,517,
"juvenile granulosa cell tumour , non-asbestos related mesothelioma , desmoplastic small round cell tumour",517,
granulosa cell tumour,526,
WT,120,
Denys-Drash syndrome,344,
predisposition to WT,405,
kidney cancer,89,
mesothelioma,571,
Denys-Drash,344,
WT,423,
nephropathy,373,
Wilms tumour,105,
tumour,111,
"childhood kidney cancer , Wilms tumour",79,
non-asbestos related mesothelioma,550,
tumours,276,
childhood kidney cancer,79,
acute,645,
juvenile granulosa cell tumour,517,
gonadal anomaly,387,
Wilms tumours,270,
desmoplastic small round cell tumour,586,
autosomal,14,
autosomal dominant myotonia congenita,14,
Autosomal dominant myotonia congenita,0,
disorder of skeletal muscle,54,
aniridia,55,
simple aniridia,48,
simple,48,
aniridia,165,
mellitus,122,
insulin-dependent,95,
insulin-dependent diabetes mellitus,95,
diabetes mellitus,113,
IDDM,816,
IDDM,518,
IDDM,476,
IDDM,981,
IDDM,286,
IDDM,587,
IDDM,330,
IDDM2,149,
IDDM2,257,
insulin-dependent,105,
mellitus,132,
IDDM2,925,
IDDM2,765,
C9 deficiency,393,
C9 deficiency,890,
heterozygous C9 deficiency,877,
membrane attack complex,110,
neisseria infections,308,
inherited C9 deficiency,383,
C9 deficiency,442,
recurrent neisseria infections,298,
C9 deficiency,549,
breast cancer,69,
th breast and ovarian canc,829,
ith breast can,1446,
breast cancer,112,
ot ovarian canc,721,
of bilateral breast canc,1202,
of breast canc,699,
of ovarian canc,969,
h breast cance,421,
al breast canc,1212,
of breast canc,627,
of breast canc,937,
of ovarian canc,1388,
of breast cance,1243,
of breast and ovarian canc,1002,
pancreatic cancer,53,
pancreatic,53,
pancreatic,806,
tumor,357,
solid tumors,182,
pancreatic tumors,566,
pancreatic tumors,730,
pancreatic cancer,806,
pancreatic tumors,488,
tumors,609,
pancreatic cancer,213,
tumors,188,
cancers,848,
C9,37,
C9 deficiency,37,
pathway,198,
C9,951,
allografts,58,
pathway,242,
classical,232,
alternative,186,
defective C9,915,
low,221,
mismatched,40,
long-surviving,25,
mismatched kidney allografts,40,
activity,206,
C9 deficiency,951,
deficiency,954,
normal,225,
kidney,51,
deficiency of C9,854,
no,183,
breast,31,
ESR mutations,14,
familial clustering of breast and / or ovarian cancer,60,
breast carcinomas,1047,
hormonal therapy resistance,989,
breast and / or ovarian cancer,83,
breast cancer,630,
estrogen receptor-positive breast carcinomas,1020,
breast carcinomas,137,
breast,630,
cancer,578,
tumours,866,
breast and / or ovarian cancer and tumour,83,
cancer,268,
estrogen,1020,
C7 deficiency,19,
deficiency,22,
C7,19,
C7,23,
C7 deficiency,23,
classical,27,
galactosemia,48,
Duarte galactosemia,41,
classical and Duarte galactosemia,27,
and Duarte galactosemia,37,
Duarte galactosemia,436,
classical galactosemia,509,
classical,422,
galactosemia,1037,
Classical galactosemia,0,
galactosemia,443,
classical and Duarte galactosemia,422,
classical galactosemia,696,
ataxia-telangiectasia,45,
A-T,69,
alveolar rhabdomyosarcoma,116,
rhabdomyosarcoma,125,
alveolar,116,
alveolar,214,
pediatric solid tumor alveolar rhabdomyosarcoma,192,
functional alterations,452,
alveolar rhabdomyosarcoma,214,
oncogenic effects,1106,
hematopoietic,41,
overexpression,586,
alveolar rhabdomyosarcoma,907,
pediatric solid,192,
rhabdomyosarcoma,223,
fusion product overexpression,516,
tumors,65,
hematopoietic and solid tumors,41,
solid tumors,59,
solid tumor,202,
tumorigenesis,54,
apoptosis,25,
acute radiation toxicity,94,
diseases,59,
ataxia-telangiectasia,68,
acute radiation toxicity,1264,
T-cell lymphomas,395,
radiation,279,
irradiation-induced apoptosis,978,
apoptosis,909,
apoptosis,265,
human,1422,
proliferation,316,
cancer-associated,41,
thymocyte,473,
Li-Fraumeni syndrome,94,
ataxia-telangiectasia and Li-Fraumeni syndrome,68,
syndrome,106,
tumours,1428,
human,35,
human cancer-associated diseases,35,
tumorigenesis,862,
cellular,307,
sensitivity,289,
human cancer-associated diseases ataxia-telangiectasia and Li-Fraumeni syndrome,35,
development,483,
Li-Fraumeni,94,
apoptosis,998,
DM,47,
autosomal dominant multisystem disorder,60,
dystrophia myotonica,24,
hereditary,386,
dystrophy,9,
loss of the hypersensitive,944,
DM,267,
adult neuromuscular disease,397,
hereditary adult neuromuscular disease,386,
DM,927,
DM,1394,
dystrophia,24,
Myotonic dystrophy,0,
myotonica,35,
Myotonic,0,
RB1,94,
RB1,1194,
RB1,767,
RB1,967,
RB1,553,
RB1,130,
RB1,855,
clear-cell renal,95,
cell,112,
von Hippel-Lindau disease-associated and sporadic RCCs,178,
carcinoma,117,
clear-cell renal cell carcinoma ( RCC,95,
RCC- and von Hippel-Lindau disease-associated tumors,330,
von Hippel-Lindau disease-associated,178,
von,1720,
RCC,1750,
von Hippel-Lindau disease,1720,
clear-cell,95,
clear-cell renal cell carcinoma,95,
von Hippel-Lindau disease and RCC,1720,
RCCs,228,
RCC,129,
leukodystrophy,25,
globoid cell leukodystrophy,12,
Adult onset globoid cell leukodystrophy,0,
disease,48,
Krabbe,41,
Adult onset,0,
globoid,12,
cell,20,
Krabbe disease,41,
diminished GALC activity in their leukocytes,461,
Krabbe disease,120,
adult onset globoid cell leukodystrophy,78,
GLD,1709,
onset of slowly progressive spastic paraplegia,354,
slowly,363,
onset globoid cell leukodystrophy,84,
adult onset globoid cell leukodystrophy ( Krabbe disease ; AO-GLD,78,
progressive,370,
leukodystrophy,103,
paraplegia,390,
onset of slowly progressive spastic paraplegia from the middle of the second decade,354,
spastic,382,
AO-GLD,137,
